,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
1557,23-01-2007 17:35,1169553920,cab,23.59,-42.77,1427.99,-6.26,-36.51,0.497,20.84,0.77,2.23,3.83,6.36,5.37,11.76,30.089,1540000000,N/A,N/A,1.23,N/A,N/A,N/A,735340000,N/A,74940000,1.13,7.9,14.1,73320000,1.122,337510000,1.614,10.395,105580000,1.51,34.18,36.1,4620000,12.8,9.3,5300000,underperform
1558,29-03-2007 12:23,1175151194,cab,24.73,-42.94,1422.53,-7.54,-35.4,0.497,21.74,0.78,2.18,3.83,6.36,5.37,11.76,30.089,1600000000,1850000000,N/A,1.26,0.95,10.868,0.95,735340000,10.868,74940000,1.13,7.9,14.1,73320000,1.122,337510000,1.614,11.227,105580000,1.5,34.18,36.2,3930000,16.7,7.9,4620000,underperform
1559,30-03-2007 10:40,1175231422,cab,24.81,-37.93,1420.86,-5.61,-32.32,0.433,19.22,0.78,2.2,4.16,6.97,5.91,12.49,31.639,1620000000,1760000000,N/A,1.11,0.85,9.136,0.85,859130000,9.136,85790000,1.29,25.5,15.6,172900000,2.644,317870000,1.542,11.227,54960000,1.33,50.45,43.6,4300000,11.5,8.6,3920000,underperform
1560,11-02-2009 02:24,1234299251,cab,6.23,172.87,833.74,29.35,143.52,N/A,4.87,0.17,0.5,3.25,5.91,4.25,10.17,38.744,402720000,835020000,N/A,0.42,0.33,3.83,0.33,971210000,3.83,83200000,1.24,26.5,12.1,207280000,3.109,612250000,1.828,12.99,156680000,1.44,46.82,52,9980000,14.1,19.2,10600000,outperform
1561,02-11-2009 00:21,1257101496,cab,12.46,77.13,1042.88,14.45,62.68,N/A,10.25,0.35,0.94,3.19,6.2,4.17,9,38.673,846720000,846720000,N/A,0.89,0.33,3.692,0.33,1010000000,3.692,82460000,1.23,93,2,418080000,6.221,419980000,1.969,14.378,N/A,1.01,41.41,58.9,15560000,22.9,30.2,16220000,outperform
1562,29-10-2010 01:30,1288296044,cab,18.54,40.4,1183.26,4.96,35.44,272.79,20.57,0.48,1.36,2.34,6.21,2.89,6.6,39,3300000000,3300000000,11.02,1,1.25,14.13,1.25,1030000000,14.13,61480000,0.9,97.6,4,499350000,7.36,2530000000,2.61,13.68,3300000000,1.14,39.83,70.5,9970000,28.1,24.8,10560000,outperform
1563,12-03-2011 08:44,1299899648,cab,26.85,28.19,1320.02,3.48,24.71,227.38,16.26,0.68,1.77,4.21,7.15,3.39,11.17,39.26,4000000000,4000000000,11.97,0.95,1.5,15.35,1.5,1090000000,15.35,112160000,1.62,299.4,1.6,136420000,1.99,2330000000,1.97,15.03,4000000000,1.06,39.83,70.5,3630000,4.4,9,4840000,outperform
1564,17-08-2011 15:39,1313575782,cab,22.17,116.78,1193.89,18.56,98.22,213.04,12.64,0.58,1.46,4.61,7.75,2.77,12.46,39.77,3520000000,3520000000,9.85,0.81,1.29,12.5,1.29,1090000000,12.5,125530000,1.78,20.4,6.9,385330000,5.55,2320000000,2.12,15.66,3520000000,1,38.69,61.1,6200000,12.7,14.3,6550000,outperform
1565,16-06-2012 19:21,1339854716,cab,33.5,101.55,1314.88,24.45,77.1,156.44,16.27,0.84,1.93,5.4,9.11,3.48,13.41,41.06,4240000000,4240000000,11.77,0.9,1.49,12.76,1.49,1200000000,12.76,153660000,2.15,62.1,6.3,157220000,2.24,1930000000,4.08,17.56,352170000,1.51,35.06,64.7,3240000,4.3,7,3090000,outperform
1566,14-07-2012 19:07,1342273033,cab,38.75,75.92,1341.45,24.87,51.05,156.44,18.14,0.96,2.21,5.4,9.11,3.48,13.41,41.06,4520000000,4520000000,13.13,0.95,1.59,13.61,1.59,1200000000,13.61,153660000,2.15,62.1,6.3,157220000,2.24,1930000000,4.08,17.56,352170000,1.5,35.06,64.7,3340000,6.1,7.2,3360000,outperform
1567,16-05-2013 15:00,1368696639,cab,71.38,-10.34,1650.47,1.49,-11.83,173.81,26.19,1.5,3.47,5.91,9.98,3.86,14.6,47,7180000000,7180000000,18.49,1.15,2.18,17.48,2.18,1340000000,17.48,194530000,2.72,72.9,28.7,82040000,1.17,2480000000,4.04,20.27,363560000,1.88,32.73,63.8,4010000,5.6,8.5,3730000,underperform
1568,26-10-2003 18:05,1067171714,cag,22.92,7.59,1033.77,5.9,1.69,1.213,15.26,0.72,2.69,4.71,6.38,5.37,17.93,33.277,12850000000,18130000000,13.37,1.58,1.03,10.27,1.03,3820000000,10.27,833200000,1.568,1,28.2,680700000,1.27,5970000000,1.505,8.84,N/A,0.241,1.44,62.66,8070000,2.58,1.53,7520000,outperform
1569,05-04-2004 02:41,1081113116,cag,26.59,-3.2,1150.57,2.68,-5.88,1.175,17.67,0.98,2.94,5.62,7.7,5.49,17.36,27.622,14520000000,19710000000,16.35,2.21,1.34,11.2,1.34,3820000000,11.2,825400000,1.555,1,28.2,533700000,1.01,5730000000,1.722,9.232,1500000000,0.22,1.44,57.56,9650000,7.249,1.85,8350000,underperform
1570,17-09-2004 18:18,1095425317,cag,25.96,-16.18,1128.55,8.74,-24.92,1.177,17.97,0.96,2.91,5.48,7.63,5.52,16.34,27.426,13960000000,19180000000,15.76,2.1,1.32,11.06,1.32,3200000000,11.06,796000000,1.5,1,28.2,588700000,1.14,5690000000,1.714,9.285,1190000000,0.267,1.42,58.49,7940000,5.598,1.56,8700000,underperform
1571,23-10-2006 12:36,1161587194,cag,25.05,-8.9,1377.02,10.35,-19.25,0.761,38.04,1.14,2.81,3.05,9.77,5.46,7.95,22.464,13220000000,16040000000,N/A,3.57,1.38,11.261,1.38,2810000000,11.261,385400000,0.68,52,0.6,695300000,1.365,3580000000,1.68,9.243,1450000000,0.81,1.79,68.4,13630000,7.8,2.7,12220000,underperform
1572,13-01-2007 16:23,1168685635,cag,26.34,-12.49,1414.85,0.39,-12.88,0.751,33.69,1.19,2.92,3.54,10.7,6.12,9.62,22.748,13660000000,16420000000,N/A,3.11,1.41,10.296,1.41,2810000000,10.296,470500000,0.8,39.9,2.9,803500000,1.591,3560000000,1.934,9.387,622600000,0.49,1.79,68.3,10700000,4.2,2.1,10380000,underperform
1573,26-02-2007 19:33,1172498621,cag,24.44,-10.23,1449.37,-4.7,-5.53,0.751,31.62,1.1,2.72,3.54,10.7,6.12,9.62,22.748,12830000000,15650000000,N/A,2.33,1.34,9.814,1.34,2810000000,9.814,470500000,0.8,39.9,2.9,803500000,1.591,3560000000,1.934,9.387,622600000,0.48,1.1,68.1,12250000,2.4,2.4,10700000,underperform
1574,27-02-2007 09:31,1172548887,cag,24.08,-10.51,1399.04,-1.36,-9.15,0.751,31.58,1.1,2.7,3.54,10.7,6.12,9.62,22.748,12810000000,15570000000,N/A,2.33,1.33,9.76,1.33,2810000000,9.76,470500000,0.8,39.9,2.9,803500000,1.591,3560000000,1.934,9.387,622600000,0.48,1.1,68.1,12250000,2.4,2.4,10700000,underperform
1575,27-08-2009 11:28,1251352691,cag,19.69,6.4,1030.98,3.26,3.14,N/A,9.52,0.71,1.91,7.69,9.28,5.96,12.85,28.11,12290000000,12290000000,N/A,1.55,0.97,8.193,0.97,2840000000,8.193,646400000,2.15,13.2,7.6,243200000,0.55,3490000000,2.119,10.689,124000000,0.8,0.26,71.8,6870000,1.7,1.6,8000000,outperform
1576,20-11-2011 21:01,1321803093,cag,23.42,14.6,1216.13,14.04,0.56,69.27,13.8,0.8,2.13,6.01,10.4,7.02,15.94,29.75,12260000000,12260000000,12.39,1.89,0.98,7.33,0.98,2910000000,7.33,769500000,1.76,41.7,9.5,1100000000,2.64,3300000000,1.75,11.4,12260000000,0.64,0.31,69.7,5950000,1.2,1.4,7240000,outperform
1577,17-03-2013 08:48,1363490297,cag,33.82,-15.79,1563.23,-11.28,-4.51,79.83,22.06,1.03,3.08,4.76,8.08,5.79,14.09,33.62,17460000000,17460000000,14.22,1.53,1.27,11.77,1.27,2830000000,11.77,654300000,1.59,17.4,8.9,476800000,1.18,3780000000,1.7,11.4,1040000000,0.46,0.27,70.5,7120000,1.7,1.8,7200000,underperform
1578,13-05-2013 19:17,1368452850,cag,34.17,-11.33,1633.77,-15.11,3.78,207.07,29.67,1.02,2.89,3.48,7.37,3.99,9.87,34.79,24480000000,24480000000,14.25,1.35,1.72,16.98,1.72,2830000000,16.98,493900000,1.2,57.2,13.4,723800000,1.74,10680000000,1.5,12.06,1050000000,0.47,0.27,70.5,6170000,1.7,1.5,6140000,outperform
1579,30-01-2004 08:27,1075431445,cah,39.24,-15.85,1131.13,3.8,-19.65,0.359,19.57,0.45,3.61,2.39,3.74,7.94,20.24,136.531,27710000000,29700000000,14.92,1.05,0.48,11.53,0.48,N/A,11.53,1470000000,3.271,N/A,N/A,736500000,1.7,2730000000,1.599,17.53,1710000000,0.089,1.21,77.63,11100000,4.471,2.6,12300000,underperform
1580,22-05-2004 00:33,1085166190,cah,41.15,-11.76,1088.68,9.41,-21.17,0.331,19.61,0.46,3.76,2.39,3.71,7.94,20.22,142.38,28950000000,30370000000,15.84,1.14,0.48,11.5,0.48,N/A,11.5,1510000000,3.402,N/A,N/A,783300000,1.82,2530000000,1.566,17.667999,1590000000,0.147,1.21,83.32,15560000,8.537,3.66,19270000,underperform
1581,15-07-2004 07:35,1089857128,cah,30.92,14.81,1106.69,10.95,3.86,0.331,14.76,0.33,2.71,2.39,3.71,7.94,20.22,142.38,21610000000,22560000000,12.84,0.88,0.36,8.54,0.36,N/A,8.54,1510000000,3.402,N/A,N/A,783300000,1.82,2530000000,1.566,17.841,2220000000,0.124,1.21,82.3,8110000,3.432,1.91,11640000,outperform
1582,09-08-2004 03:26,1092002188,cah,26.84,35.47,1065.22,15.6,19.87,0.331,12.94,0.3,2.45,2.39,3.71,7.94,20.22,142.38,18940000000,20690000000,11.31,0.81,0.33,7.84,0.33,N/A,7.84,1510000000,3.402,N/A,N/A,783300000,1.82,2530000000,1.566,17.841,2220000000,0.124,1.21,82.32,6490000,1.515,1.53,8110000,outperform
1583,13-10-2004 12:20,1097650239,cah,25.56,51.37,1113.65,5.67,45.7,0.331,12.42,0.29,2.37,2.39,3.71,7.94,20.22,142.38,18180000000,19930000000,9.71,0.69,0.31,7.55,0.31,N/A,7.55,1510000000,3.402,N/A,N/A,783300000,1.82,2530000000,1.566,17.841,2220000000,0.19,1.21,81.04,8180000,3.775,1.92,7360000,outperform
1584,25-01-2005 11:55,1106634339,cah,33.12,31.19,1168.41,8.24,22.95,0.396,16.53,0.35,2.86,2.1,3.24,6.69,17.85,155.441,23380000000,25270000000,13.26,0.93,0.37,10.07,0.37,4740000000,10.07,1420000000,3.273,4.9,14.7,1360000000,3.15,3260000000,1.38,19.025,3220000000,0.382,1.18,80.31,7640000,3.73,1.79,8400000,outperform
1585,08-03-2005 20:25,1110293726,cah,35.29,25.08,1219.43,4.84,20.24,0.329,20.08,0.36,2.92,1.79,2.76,5.85,15.42,159.978,25000000000,26380000000,14.67,1.11,0.38,11.58,0.38,4740000000,11.58,1250000000,2.87,4.9,14.7,1490000000,3.43,2820000000,1.374,19.768,3600000000,0.372,1.18,83.26,7730000,3.036,1.8,7640000,outperform
1586,27-05-2005 11:11,1117172467,cah,35.47,15.99,1198.78,4.99,11,0.333,21.37,0.34,2.88,1.64,2.54,5.52,14.44,165.887,24890000000,26020000000,15.46,1.28,0.36,11.72,0.36,4740000000,11.72,1190000000,2.72,4.9,14.7,1760000000,4.12,2890000000,1.366,20.177,3600000000,0.391,1.16,83.56,6290000,3.593,1.49,7040000,outperform
1587,22-09-2006 22:03,1158942836,cah,41.24,-1.24,1314.78,16.3,-17.54,0.333,28.64,0.33,3.24,1.23,2.56,6.41,14.57,193.171,27110000000,28180000000,N/A,1.28,0.35,10.392,0.35,5280000000,10.392,1240000000,2.33,24.6,12.5,1820000000,4.486,2830000000,1.299,20.669001,2140000000,1.51,1.41,88.9,3080000,2.2,0.8,2950000,underperform
1588,23-10-2006 12:36,1161587206,cah,40.66,-0.61,1377.02,10.35,-10.96,0.333,28.14,0.33,3.18,1.23,2.56,6.41,14.57,193.171,26640000000,27370000000,N/A,1.19,0.34,10.093,0.34,5280000000,10.093,1240000000,2.33,24.6,12.5,1820000000,4.486,2830000000,1.299,20.669001,2140000000,1.51,1.37,89,3500000,3.3,0.9,3080000,underperform
1589,14-01-2007 06:31,1168736482,cah,40.31,-5.61,1423.82,-0.53,-5.08,0.349,27.21,0.32,3.14,1.25,2.6,6.39,15.12,200.801,27100000000,27980000000,N/A,1.29,0.34,10.104,0.34,5280000000,10.104,1310000000,2.46,18.6,11,2070000000,5.101,2940000000,1.271,20.752001,2130000000,1.83,11.5,86.2,3020000,1.5,0.8,3040000,underperform
1590,28-02-2007 09:57,1172636837,cah,43.37,-12.82,1406.82,-2.78,-10.04,0.335,19.93,0.33,3.17,1.72,2.61,6.41,15.09,209.505,28170000000,29680000000,N/A,1.39,0.35,10.489,0.35,5280000000,10.489,1330000000,3.53,143.2,12.6,1470000000,3.673,2980000000,1.468,22.174999,1390000000,1.86,1.37,82.3,3080000,2.1,0.8,3020000,underperform
1591,05-04-2007 16:09,1175769581,cah,46.16,-25.78,1443.76,-5.08,-20.7,0.335,21.05,0.34,3.34,1.72,2.61,6.41,15.09,209.505,29750000000,31140000000,N/A,1.41,0.36,11.003,0.36,5280000000,11.003,1330000000,3.53,143.2,12.6,1470000000,3.673,2980000000,1.468,22.174999,1390000000,1.96,1.39,83.3,4330000,2.5,1.1,3130000,underperform
1592,30-05-2007 02:17,1180471643,cah,45.05,-22.06,1530.23,-8.62,-13.44,0.406,22.23,0.32,3.55,1.54,2.62,6.47,12,216.751,27950000000,29840000000,N/A,1.29,0.34,10.325,0.34,5280000000,10.325,987200000,3.27,87.1,8.2,1170000000,3.033,3200000000,1.333,20.344999,1930000000,1.86,1.44,85.9,4040000,2.2,1.1,4330000,underperform
1593,08-06-2007 15:38,1181297283,cah,44.78,-21.51,1507.67,-8.65,-12.86,0.406,22.04,0.32,3.55,1.54,2.62,6.47,12,216.751,27710000000,29810000000,N/A,1.29,0.34,10.313,0.34,5280000000,10.313,987200000,3.27,87.1,8.2,1170000000,3.033,3200000000,1.333,20.344999,1930000000,1.86,1.44,83.8,3560000,1.5,0.9,4040000,underperform
1594,18-12-2007 09:39,1197950983,cah,36.62,-43.58,1454.98,-37.84,-5.74,0.528,11.68,0.24,2.98,2.23,2.5,5.92,11,228.562,21030000000,23470000000,N/A,1.02,0.27,9.246,0.27,5250000000,9.246,851500000,4.98,11.5,4.9,1290000000,3.567,3730000000,1.29,19.497999,945200000,0.92,1.48,80.6,3770000,1.3,1.1,3570000,underperform
1595,02-02-2009 08:41,1233544287,cah,23.09,32.91,825.44,33.66,-0.75,0.475,10.91,0.14,1.71,1.34,2.34,5.75,16.85,262.083,13540000000,16630000000,N/A,0.9,0.18,6.454,0.18,5630000000,6.454,1260000000,3.45,17.5,10.8,672200000,1.869,3760000000,1.333,22.025,750400000,0.82,1.55,85.3,7970000,3.2,2.3,4510000,underperform
1596,05-07-2009 09:34,1246766683,cah,19.04,61.76,896.42,14.07,47.69,N/A,9.01,0.11,1.31,1.23,2.23,5.52,15.21,272.694,13080000000,13080000000,N/A,1.28,0.13,5.108,0.13,5630000000,5.108,1200000000,3.32,12.1,8.9,1370000000,3.79,3670000000,1.367,23.403,981900000,0.8,1.56,86.1,5410000,1.1,1.5,2870000,outperform
1597,17-08-2011 19:47,1313590653,cah,38.7,-2.74,1193.89,18.56,-21.3,42.78,15.4,0.14,2.48,0.93,1.53,4.57,17.37,294.45,15070000000,15070000000,12,1.34,0.15,8.01,0.15,3780000000,8.01,966200000,2.72,9.3,9.4,1930000000,5.52,2500000000,1.22,16.74,15070000000,0.88,0.08,85.7,4010000,1.3,1.2,5360000,underperform
1598,25-04-2013 03:34,1366841057,cah,42.56,55.17,1585.16,-10.7,65.87,44.28,13.48,0.14,2.28,1.09,1.86,4.97,18.35,305.99,15570000000,15570000000,12.3,1.17,0.15,6.8,0.15,4540000000,6.8,1140000000,3.29,15.6,6.8,2260000000,6.62,2900000000,1.26,19.18,1220000000,0.46,0.12,87,4150000,0.9,1.5,5000000,outperform
1599,03-08-2004 22:53,1091553786,cam,12.75,42.98,1099.69,13.22,29.76,0.424,43.97,1.49,2.43,3.41,4.8,2.94,5.72,33.147,2800000000,3050000000,21.08,1.97,1.62,16.06,1.62,452700000,16.06,64040000,1.16,14.9,6.3,208600000,3.8,469800000,2.283,20.959999,66920000,1.102,3.34,90.97,3210000,5.167,6.05,3340000,outperform
1600,29-10-2004 07:14,1099014283,cam,12.09,41.94,1130.2,5.41,36.53,0.424,42.16,1.46,2.39,3.41,4.8,2.94,5.72,33.147,2690000000,2950000000,19.88,1.93,1.57,15.51,1.57,452700000,15.51,64040000,1.16,14.9,6.3,208600000,3.8,469800000,2.283,20.959999,92620000,1.078,3.34,91.04,2880000,2.654,5.43,2580000,outperform
1601,27-01-2005 23:06,1106847391,cam,14.06,73.9,1174.55,9.29,64.61,0.408,43.77,1.53,2.56,3.5,4.99,3.15,6.16,36.03,3090000000,3260000000,23.54,2.19,1.64,16.49,1.64,452700000,16.49,69540000,1.285,14.9,6.3,257800000,4.69,469000000,2.431,21.659,142020000,1.048,1.34,88.56,2250000,2.719,4.16,2180000,outperform
1602,07-02-2005 02:13,1107722629,cam,14.38,51.18,1201.72,4.42,46.76,0.408,45.52,1.6,2.68,3.5,4.99,3.15,6.16,36.03,3210000000,3420000000,24.47,2.3,1.72,17.31,1.72,452700000,17.31,69540000,1.29,14.9,6.3,257800000,4.69,469000000,2.431,21.659,142020000,1.048,1.34,88.12,2250000,2.719,4.16,2180000,outperform
1603,23-06-2006 18:41,1151068268,cam,22.42,60.53,1244.5,21.56,38.97,0.273,25.97,1.8,3.04,7.09,11.45,7.26,13.49,24.823,5180000000,5200000000,N/A,0.88,1.86,12.741,1.86,721570000,12.741,198580000,1.73,96,51.4,285480000,2.472,451650000,1.824,14.34,302320000,0.72,N/A,2.7,4050000,2.1,3.6,3910000,outperform
1604,23-10-2006 12:37,1161587243,cam,24.74,104.04,1377.02,10.35,93.69,0.597,24.68,1.81,3.49,7.7,12.71,7.86,16.06,26.837,5550000000,5790000000,N/A,0.92,1.89,11.909,1.89,721570000,11.909,235910000,2.016,96.6,44.2,663290000,5.944,951060000,1.77,14.27,281950000,0.62,1.55,86.9,4530000,2.6,4.1,4290000,outperform
1605,29-12-2007 11:15,1198907106,cam,48.47,4.15,1497.66,1.46,2.69,0.379,24.04,4.76,7.45,10.72,15.57,9.95,25.88,39.91,11150000000,10940000000,N/A,0.96,2.49,13.762,2.49,1140000000,13.762,471480000,4.09,68.8,21.2,568450000,5.198,753130000,1.808,13.111,503820000,1.17,1.47,94.6,6260000,2.7,5.8,6430000,outperform
1606,04-07-2009 05:02,1246663943,cam,27.94,16,923.33,11.27,4.73,N/A,10.35,1.05,2.51,10.15,16.44,10.85,25.49,26.506,5780000000,5780000000,N/A,1.18,1,5.33,1,1720000000,5.33,585380000,2.59,6.8,6.1,1440000000,6.646,1410000000,1.974,11.113,814920000,1.55,1.49,85.4,10380000,4.8,4.8,7830000,outperform
1607,16-08-2011 21:53,1313511783,cam,47.67,8.81,1192.76,17.84,-9.03,41.22,20.83,1.85,2.56,8.68,13.06,6.56,13.2,26.99,12070000000,12070000000,12.85,1.17,1.84,11.48,1.84,1920000000,11.48,570900000,2.29,14.6,19.9,2040000000,8.34,1950000000,2.4,19.35,12070000000,1.58,1.33,94,7100000,1.9,2.9,8010000,underperform
1608,11-01-2012 01:42,1326226320,cam,51.41,13.29,1292.48,13.9,-0.61,34.43,22.25,1.84,2.69,8.71,13.31,6.82,13.31,27.57,12440000000,12440000000,14.72,0.94,1.85,11.42,1.85,1920000000,11.42,586800000,2.35,10.6,10.4,1540000000,6.27,1590000000,2.67,18.8,234300000,1.4,1.09,37.4,6770000,2.2,2.8,5930000,underperform
1609,25-10-2012 01:19,1351108144,cam,51.08,4.25,1412.97,24.54,-20.29,40.46,22.23,1.73,2.61,7.56,12.7,6.32,11.72,30.83,13920000000,13920000000,11.75,0.92,1.84,11.61,1.84,2120000000,11.61,572900000,2.31,18,18,1250000000,5.07,2040000000,2.3,20.45,393500000,1.48,0.99,32.5,4590000,1.7,1.9,5860000,underperform
1610,03-02-2013 03:23,1359842007,cam,63.31,-6.81,1498.11,18.99,-25.8,37.3,21.68,1.84,2.81,8.83,12.1,6.27,14.61,34.51,16520000000,16520000000,12.86,0.79,1.94,12.88,1.94,2120000000,12.88,750500000,3.02,118.7,19.5,1700000000,6.9,2080000000,2.18,22.56,682900000,1.54,0.99,32.5,3480000,1.8,1.4,4070000,underperform
1611,22-04-2013 02:12,1366576968,cam,60.05,6.76,1562.5,14.09,-7.33,37.3,19.6,1.71,2.6,8.83,12.49,6.47,14.61,34.51,15040000000,15040000000,11.72,0.74,1.77,11.43,1.77,2480000000,11.43,750500000,3.02,118.7,19.5,1700000000,6.87,2080000000,2.18,22.56,682900000,1.55,0.8,33.3,3800000,1.8,1.6,4060000,underperform
1612,10-05-2013 11:40,1368166235,cam,63.36,2.02,1633.7,9.11,-7.09,37.52,20.73,1.8,2.8,8.68,12.57,6.79,14.51,35.73,16180000000,16180000000,12.92,0.83,1.84,11.78,1.84,2480000000,11.78,764800000,3.08,10.7,17.4,1610000000,6.5,2120000000,2.26,22.79,864000000,1.54,0.8,33.3,3620000,1.5,1.5,3800000,underperform
1613,08-11-2003 10:42,1068268366,cat,28.89,15.71,1051.81,10.44,5.27,2.976,24.02,1.19,4.83,4.79,7.5,3.09,18,62.032,25040000000,44050000000,18.45,2.04,2.03,14.97,2.03,5440000000,14.97,1060000000,3.021,0.9,1.5,397000000,1.15,18730000000,1.45,15.44,N/A,0.975,0.01,72.79,9180000,3.401,2.66,8410000,outperform
1614,13-04-2004 08:09,1081823987,cat,31.69,9.09,1129.44,3.93,5.16,3.26,26.59,1.24,4.64,4.74,7.42,3.06,18.02,64.744,28790000000,48260000000,14.69,1.66,2.12,15.9,2.12,5820000000,15.9,1100000000,3.15,37.7,13,342000000,0.99,19820000000,1.33,17.681,2070000000,1.069,0.22,75.04,7210000,3.119,2.1,6400000,outperform
1615,23-10-2004 05:48,1098490686,cat,31.37,35.96,1103.66,6.72,29.24,3.172,14.48,0.94,3.75,6.58,9.28,4.83,29.12,79.351,26510000000,48260000000,11.24,1.41,1.71,12.05,1.71,5820000000,12.05,1900000000,5.343,37.7,13,417000000,1.22,22270000000,1.42,20.541,1540000000,0.95,0.01,74.61,7730000,4.003,2.26,6360000,outperform
1616,25-01-2005 09:39,1106626193,cat,35.31,39.34,1168.41,8.24,31.1,3.172,16.49,1.08,4.34,6.58,9.28,4.83,29.12,79.351,30070000000,51930000000,12.17,1.41,1.84,12.97,1.84,5820000000,12.97,1900000000,5.343,37.7,13,417000000,1.22,22270000000,1.42,20.575001,2190000000,1.065,0.01,74.8,5120000,2.336,1.5,7380000,outperform
1617,04-02-2005 04:32,1107471743,cat,35.85,53.08,1203.03,6.6,46.48,3.118,16.02,1.1,4.42,6.53,9.03,4.94,29.67,85.254,31330000000,53900000000,10.89,1.15,1.78,19.72,1.78,5820000000,19.72,2040000000,5.73,37.7,13,445000000,1.3,23280000000,1.349,20.575001,2190000000,1.065,0.01,73.31,5120000,2.336,1.5,7380000,outperform
1618,21-03-2005 07:27,1111370268,cat,37.52,56.98,1183.78,9.58,47.4,3.151,16.82,1.09,4.45,6.53,9.03,4.94,29.67,85.254,32930000000,56010000000,11.41,1.2,1.85,13.56,1.85,7830000000,13.56,2040000000,5.73,85.2,32.9,445000000,1.3,23530000000,1.287,21.773001,3990000000,1.035,0.3,75.85,6700000,2.107,1.97,5120000,outperform
1619,18-05-2005 10:55,1116393954,cat,36.57,62.24,1185.56,6.43,55.81,3.154,14.88,0.98,4.06,6.63,9.1,5.21,31.21,90.4,31420000000,55340000000,10.24,1.05,1.72,12.75,1.72,7830000000,12.75,2200000000,6.18,85.2,32.9,517000000,1.51,24430000000,1.368,22.673,3990000000,1.046,0.29,74.53,4920000,1.837,1.45,6750000,outperform
1620,16-06-2006 13:07,1150443473,cat,56.1,15.35,1251.54,21.1,-5.75,2.886,15.98,1.27,5.29,8.32,11.43,5.89,37.26,55.365,47440000000,72660000000,N/A,1.14,1.94,12.408,1.94,9780000000,12.408,3110000000,4.43,44.6,12.6,648000000,0.968,25870000000,1.2,13.384,3460000000,2.22,0.3,71.2,9190000,1.8,1.4,7140000,underperform
1621,23-10-2006 12:38,1161587281,cat,48.46,25.42,1377.02,10.35,15.07,3.161,12.13,1,4.48,8.8,12.25,6.35,41.61,57.555,38690000000,72140000000,N/A,0.89,1.87,11.365,1.87,9780000000,11.365,3400000000,4.864,37.6,13.3,455000000,0.694,27290000000,1.152,13.165,4070000000,1.94,0.3,69.5,8980000,1.5,1.4,10370000,outperform
1622,13-01-2007 03:58,1168640935,cat,48.38,13.79,1414.85,0.39,13.4,3.036,11.8,0.97,4.32,8.71,12.12,6.43,40.2,60.432,38860000000,66080000000,N/A,0.74,1.65,10.103,1.65,9780000000,10.103,3500000000,5.06,15.3,17.2,361000000,0.555,27410000000,1.29,13.878,4550000000,1.86,0.3,68.6,7800000,1.4,1.2,7040000,outperform
1623,08-02-2007 05:05,1170891306,cat,52.9,5.6,1448.31,-8.08,13.68,3.98,12.69,1,6.07,8.52,12.02,6.47,46.26,63.029,42390000000,68580000000,N/A,0.81,1.65,10.276,1.65,9780000000,10.276,3540000000,5.17,4.3,13.9,319000000,0.494,27300000000,1.196,10.621,5820000000,1.94,0.3,69.3,7800000,1.9,1.2,7800000,outperform
1624,17-02-2007 21:38,1171728508,cat,53.33,8.49,1455.3,-7.31,15.8,3.98,13.08,1.05,6.37,8.52,12.02,6.47,46.26,63.029,43700000000,70680000000,N/A,0.83,1.7,10.59,1.7,9780000000,10.59,3540000000,5.17,4.3,13.9,319000000,0.494,27300000000,1.196,10.621,5820000000,1.94,0.16,67.3,7800000,1.9,1.2,7800000,outperform
1625,01-03-2007 01:57,1172694470,cat,51.51,15.34,1403.17,-5.17,20.51,3.98,12.46,1.01,6.1,8.52,12.04,6.48,46.26,63.029,41610000000,68840000000,N/A,0.82,1.66,10.303,1.66,11970000000,10.303,3540000000,5.17,4.3,13.9,319000000,0.494,27300000000,1.2,10.621,5800000000,1.94,0.16,62.7,7800000,1.9,1.2,7800000,outperform
1626,04-03-2007 15:30,1173002452,cat,51.51,16.73,1403.17,-5.12,21.85,3.98,12.19,0.99,6.02,8.52,12.04,6.48,46.26,63.029,40710000000,67690000000,N/A,0.79,1.63,10.13,1.63,11970000000,10.13,3540000000,5.17,4.3,13.9,319000000,0.494,27300000000,1.2,10.621,5800000000,1.88,0.16,63,9040000,1.3,1.4,7800000,outperform
1627,12-03-2007 18:34,1173704667,cat,52.05,14.58,1406.6,-6.11,20.69,3.98,12.45,1,6.06,8.52,12.02,6.47,46.26,63.029,41580000000,69370000000,N/A,0.83,1.67,10.394,1.67,9780000000,10.394,3540000000,5.17,4.3,13.9,319000000,0.494,27300000000,1.196,10.621,5820000000,1.94,0.3,69.3,7800000,1.9,1.2,7800000,outperform
